keyspace_name,table_name,column_name,clustering_order,column_name_bytes,kind,position,type,tag,note
educator,active_course,originalinstructorid,none,0x6f726967696e616c696e7374727563746f726964,regular,-1,uuid,no tags,
educator,active_course,postedtime,none,0x706f7374656474696d65,regular,-1,timestamp,no tags,
educator,active_course,startdate,none,0x737461727464617465,regular,-1,date,no tags,
educator,active_course,state,none,0x7374617465,regular,-1,text,no tags,
educator,active_course,status,none,0x737461747573,regular,-1,text,no tags,
educator,active_course,typeofcredit,none,0x747970656f66637265646974,regular,-1,text,no tags,
educator,active_course,zipcode,none,0x7a6970636f6465,regular,-1,text,no tags,
educator,archive_course,accountid,none,0x6163636f756e746964,partition_key,0,uuid,no tags,
educator,archive_course,city,none,0x63697479,regular,-1,text,"testing, new",This column is used for testing.
educator,archive_course,closedreason,none,0x636c6f736564726561736f6e,regular,-1,text,no tags,
educator,archive_course,closedtime,none,0x636c6f73656474696d65,regular,-1,timestamp,no tags,
educator,archive_course,cmlcurrent,none,0x636d6c63757272656e74,regular,-1,int,no tags,
educator,archive_course,costcenter,none,0x636f737463656e746572,regular,-1,text,no tags,
educator,archive_course,countersjson,none,0x636f756e746572736a736f6e,regular,-1,text,no tags,
educator,archive_course,country,none,0x636f756e747279,regular,-1,text,no tags,
educator,archive_course,courseid,desc,0x636f757273656964,clustering,0,timeuuid,no tags,
educator,archive_course,coursetitle,none,0x636f757273657469746c65,regular,-1,text,no tags,
educator,archive_course,coursetype,none,0x636f7572736574797065,regular,-1,text,no tags,
educator,archive_course,enddate,none,0x656e6464617465,regular,-1,date,no tags,
educator,archive_course,enrolledspots,none,0x656e726f6c6c656473706f7473,regular,-1,int,no tags,
educator,archive_course,institutelogo,none,0x696e737469747574656c6f676f,regular,-1,text,no tags,
educator,archive_course,institutephoto,none,0x696e7374697475746570686f746f,regular,-1,text,no tags,
educator,archive_course,institutionid,none,0x696e737469747574696f6e6964,regular,-1,uuid,no tags,
educator,archive_course,institutionname,none,0x696e737469747574696f6e6e616d65,regular,-1,text,no tags,
educator,archive_course,instructorid,none,0x696e7374727563746f726964,regular,-1,uuid,no tags,
educator,archive_course,instructorname,none,0x696e7374727563746f726e616d65,regular,-1,text,no tags,
educator,archive_course,interestedcount,none,0x696e7465726573746564636f756e74,regular,-1,int,no tags,
educator,archive_course,iscertificationrequired,none,0x697363657274696669636174696f6e7265717569726564,regular,-1,boolean,no tags,
educator,archive_course,iscoursedescriptioncomplete,none,0x6973636f757273656465736372697074696f6e636f6d706c657465,regular,-1,boolean,no tags,
educator,archive_course,iscreditrequired,none,0x69736372656469747265717569726564,regular,-1,boolean,no tags,
educator,archive_course,isgeneralinfocomplete,none,0x697367656e6572616c696e666f636f6d706c657465,regular,-1,boolean,no tags,
educator,archive_course,islockinterest,none,0x69736c6f636b696e746572657374,regular,-1,boolean,no tags,
educator,archive_course,isprerequisitcoursesrequired,none,0x69737072657265717569736974636f75727365737265717569726564,regular,-1,boolean,no tags,
educator,archive_course,lastcmlactivityby,none,0x6c617374636d6c61637469766974796279,regular,-1,text,no tags,
educator,archive_course,lastcmlactivitytime,none,0x6c617374636d6c616374697669747974696d65,regular,-1,timestamp,no tags,
educator,archive_course,lastupdated,none,0x6c61737475706461746564,regular,-1,timestamp,no tags,
educator,archive_course,lastupdatedby,none,0x6c617374757064617465646279,regular,-1,uuid,no tags,
educator,archive_course,missedcount,none,0x6d6973736564636f756e74,regular,-1,int,no tags,
educator,archive_course,numberofspots,none,0x6e756d6265726f6673706f7473,regular,-1,int,no tags,
educator,archive_course,opeid,none,0x6f70656964,regular,-1,text,no tags,
educator,archive_course,originalinstructorid,none,0x6f726967696e616c696e7374727563746f726964,regular,-1,uuid,no tags,
educator,archive_course,postedtime,none,0x706f7374656474696d65,regular,-1,timestamp,no tags,
educator,archive_course,reason,none,0x726561736f6e,regular,-1,text,no tags,
educator,archive_course,startdate,none,0x737461727464617465,regular,-1,date,no tags,
educator,archive_course,state,none,0x7374617465,regular,-1,text,no tags,
educator,archive_course,status,none,0x737461747573,regular,-1,text,no tags,
educator,archive_course,zipcode,none,0x7a6970636f6465,regular,-1,text,no tags,
educator,country_opeid_institution,accountid,none,0x6163636f756e746964,regular,-1,uuid,no tags,
educator,country_opeid_institution,bucket,none,0x6275636b6574,partition_key,1,text,no tags,
educator,country_opeid_institution,country,none,0x636f756e747279,partition_key,0,text,no tags,
educator,country_opeid_institution,institutionid,none,0x696e737469747574696f6e6964,regular,-1,uuid,no tags,
educator,country_opeid_institution,lastupdated,none,0x6c61737475706461746564,regular,-1,timestamp,no tags,
educator,country_opeid_institution,lastupdatedby,none,0x6c617374757064617465646279,regular,-1,uuid,no tags,
educator,country_opeid_institution,opeid,asc,0x6f70656964,clustering,0,text,no tags,
educator,course,accountid,none,0x6163636f756e746964,partition_key,0,uuid,no tags,
educator,course,assigntocostcenter,none,0x61737369676e746f636f737463656e746572,regular,-1,boolean,no tags,
educator,course,city,none,0x63697479,regular,-1,text,no tags,
educator,course,clonedfrom,none,0x636c6f6e656466726f6d,regular,-1,timeuuid,no tags,
educator,course,closedreason,none,0x636c6f736564726561736f6e,regular,-1,text,no tags,
educator,course,closedtime,none,0x636c6f73656474696d65,regular,-1,timestamp,no tags,
educator,course,costcenter,none,0x636f737463656e746572,regular,-1,text,no tags,
educator,course,country,none,0x636f756e747279,regular,-1,text,no tags,
educator,course,coursecost,none,0x636f75727365636f7374,regular,-1,int,no tags,
educator,course,coursedescription,none,0x636f757273656465736372697074696f6e,regular,-1,text,no tags,
educator,course,courseid,desc,0x636f757273656964,clustering,0,timeuuid,no tags,
educator,course,courselink,none,0x636f757273656c696e6b,regular,-1,text,no tags,
educator,course,coursetitle,none,0x636f757273657469746c65,regular,-1,text,no tags,
educator,course,coursetype,none,0x636f7572736574797065,regular,-1,text,no tags,
educator,course,createdtime,none,0x6372656174656474696d65,regular,-1,timestamp,no tags,
educator,course,enddate,none,0x656e6464617465,regular,-1,date,no tags,
educator,course,enrolledspots,none,0x656e726f6c6c656473706f7473,regular,-1,int,no tags,
educator,course,expirydate,none,0x65787069727964617465,regular,-1,date,no tags,
educator,course,firstmatchdate,none,0x66697273746d6174636864617465,regular,-1,date,no tags,
educator,course,flaggedby,none,0x666c61676765646279,regular,-1,set<uuid>,no tags,
educator,course,instituteid,none,0x696e737469747574656964,regular,-1,uuid,no tags,
educator,course,institutelogo,none,0x696e737469747574656c6f676f,regular,-1,text,no tags,
educator,course,institutename,none,0x696e737469747574656e616d65,regular,-1,text,no tags,
educator,course,institutephoto,none,0x696e7374697475746570686f746f,regular,-1,text,no tags,
educator,course,institutionname,none,0x696e737469747574696f6e6e616d65,regular,-1,text,no tags,
educator,course,instructionsteps,none,0x696e737472756374696f6e7374657073,regular,-1,text,no tags,
educator,course,instructorid,none,0x696e7374727563746f726964,regular,-1,uuid,no tags,
educator,course,instructorname,none,0x696e7374727563746f726e616d65,regular,-1,text,no tags,
educator,course,interestedcount,none,0x696e7465726573746564636f756e74,regular,-1,int,no tags,
educator,course,iscertificationrequired,none,0x697363657274696669636174696f6e7265717569726564,regular,-1,boolean,no tags,
educator,course,iscoursedescriptioncomplete,none,0x6973636f757273656465736372697074696f6e636f6d706c657465,regular,-1,boolean,no tags,
educator,course,iscreditrequired,none,0x69736372656469747265717569726564,regular,-1,boolean,no tags,
educator,course,isfull,none,0x697366756c6c,regular,-1,boolean,no tags,
educator,course,isgeneralinfocomplete,none,0x697367656e6572616c696e666f636f6d706c657465,regular,-1,boolean,no tags,
educator,course,islockinterest,none,0x69736c6f636b696e746572657374,regular,-1,boolean,no tags,
educator,course,ismaterialcostincluded,none,0x69736d6174657269616c636f7374696e636c75646564,regular,-1,boolean,no tags,
educator,course,isprerequisitcoursesrequired,none,0x69737072657265717569736974636f75727365737265717569726564,regular,-1,boolean,no tags,
educator,course,language,none,0x6c616e6775616765,regular,-1,text,no tags,
educator,course,lastamlactivityby,none,0x6c617374616d6c61637469766974796279,regular,-1,text,no tags,
educator,course,lastamlactivitytime,none,0x6c617374616d6c616374697669747974696d65,regular,-1,timestamp,no tags,
educator,course,lastcmlactivityby,none,0x6c617374636d6c61637469766974796279,regular,-1,text,no tags,
educator,course,lastcmlactivitytime,none,0x6c617374636d6c616374697669747974696d65,regular,-1,timestamp,no tags,
educator,course,lastupdated,none,0x6c61737475706461746564,regular,-1,timestamp,no tags,
educator,course,lastupdatedby,none,0x6c617374757064617465646279,regular,-1,uuid,no tags,
educator,course,matchcomplete,none,0x6d61746368636f6d706c657465,regular,-1,boolean,no tags,
educator,course,matchcompletetime,none,0x6d61746368636f6d706c65746574696d65,regular,-1,timestamp,no tags,
educator,course,matchfound,none,0x6d61746368666f756e64,regular,-1,boolean,no tags,
educator,course,matchstarttime,none,0x6d61746368737461727474696d65,regular,-1,timestamp,no tags,
educator,course,materialcost,none,0x6d6174657269616c636f7374,regular,-1,int,no tags,
educator,course,numberofspots,none,0x6e756d6265726f6673706f7473,regular,-1,int,no tags,
educator,course,occupationindemand,none,0x6f636375706174696f6e696e64656d616e64,regular,-1,text,no tags,
educator,course,opeid,none,0x6f70656964,regular,-1,text,no tags,
educator,course,originalinstructorid,none,0x6f726967696e616c696e7374727563746f726964,regular,-1,uuid,no tags,
educator,course,postedby,none,0x706f737465646279,regular,-1,uuid,no tags,
educator,course,postedtime,none,0x706f7374656474696d65,regular,-1,timestamp,no tags,
educator,course,prerequisitcourses,none,0x7072657265717569736974636f7572736573,regular,-1,text,no tags,
educator,course,prerequisitskills,none,0x7072657265717569736974736b696c6c73,regular,-1,set<frozen<idname>>,no tags,
educator,course,requiredthings,none,0x72657175697265647468696e6773,regular,-1,text,no tags,
educator,course,shiftjson,none,0x73686966746a736f6e,regular,-1,text,no tags,
educator,course,startdate,none,0x737461727464617465,regular,-1,date,no tags,
educator,course,state,none,0x7374617465,regular,-1,text,no tags,
educator,course,status,none,0x737461747573,regular,-1,text,no tags,
educator,course,totalmatches,none,0x746f74616c6d617463686573,regular,-1,int,no tags,
educator,course,typeofcertification,none,0x747970656f6663657274696669636174696f6e,regular,-1,text,no tags,
educator,course,typeofcredit,none,0x747970656f66637265646974,regular,-1,text,no tags,
educator,course,zipcode,none,0x7a6970636f6465,regular,-1,text,no tags,
educator,course_close_request,accountid,none,0x6163636f756e746964,partition_key,0,uuid,no tags,
educator,course_close_request,courseid,asc,0x636f757273656964,clustering,0,timeuuid,no tags,
educator,course_close_request,processedtime,none,0x70726f63657373656474696d65,regular,-1,timestamp,no tags,
educator,course_close_request,reason,none,0x726561736f6e,regular,-1,text,no tags,
educator,course_close_request,requestedby,none,0x7265717565737465646279,regular,-1,uuid,no tags,
educator,course_close_request,requestedtime,none,0x72657175657374656474696d65,regular,-1,timestamp,no tags,
educator,course_close_request,status,none,0x737461747573,regular,-1,text,no tags,
educator,course_first_match_log,accountid,asc,0x6163636f756e746964,clustering,0,uuid,no tags,
educator,course_first_match_log,bucket,none,0x6275636b6574,partition_key,0,text,no tags,
educator,course_first_match_log,courseid,asc,0x636f757273656964,clustering,1,timeuuid,no tags,
educator,course_first_match_log,requestedtime,none,0x72657175657374656474696d65,regular,-1,timestamp,no tags,
educator,course_first_match_log,startedtime,none,0x7374617274656474696d65,regular,-1,timestamp,no tags,
educator,course_first_match_log,status,none,0x737461747573,regular,-1,text,no tags,
educator,course_skills,accountid,none,0x6163636f756e746964,partition_key,0,uuid,no tags,
educator,course_skills,courseid,asc,0x636f757273656964,clustering,0,timeuuid,no tags,
educator,course_skills,lastupdated,none,0x6c61737475706461746564,regular,-1,timestamp,no tags,
educator,course_skills,lastupdatedby,none,0x6c617374757064617465646279,regular,-1,uuid,no tags,
educator,course_skills,level,none,0x6c6576656c,regular,-1,text,no tags,
educator,course_skills,skillid,asc,0x736b696c6c6964,clustering,1,uuid,no tags,
educator,course_skills,skillname,none,0x736b696c6c6e616d65,regular,-1,text,no tags,
educator,educator_monthy_course_interest_counter,accountid,none,0x6163636f756e746964,partition_key,0,uuid,no tags,
educator,educator_monthy_course_interest_counter,count,none,0x636f756e74,regular,-1,counter,no tags,
educator,educator_monthy_course_interest_counter,month,asc,0x6d6f6e7468,clustering,1,int,no tags,
educator,educator_monthy_course_interest_counter,year,asc,0x79656172,clustering,0,int,no tags,
educator,matched_job_log,accountid,asc,0x6163636f756e746964,clustering,0,uuid,no tags,
educator,matched_job_log,bucket,none,0x6275636b6574,partition_key,0,text,no tags,
educator,matched_job_log,courseid,asc,0x636f757273656964,clustering,1,timeuuid,no tags,
educator,matched_job_log,matchedtime,none,0x6d61746368656474696d65,regular,-1,timestamp,no tags,
educator,matched_job_log,requestedtime,asc,0x72657175657374656474696d65,clustering,2,timestamp,no tags,
educator,receipt_token,accesstoken,none,0x616363657373746f6b656e,regular,-1,text,no tags,
educator,receipt_token,accountid,none,0x6163636f756e746964,partition_key,0,uuid,no tags,
educator,receipt_token,createdtime,none,0x6372656174656474696d65,regular,-1,timestamp,no tags,
educator,receipt_token,expiretime,none,0x65787069726574696d65,regular,-1,timestamp,no tags,
educator,receipt_token,institutionid,asc,0x696e737469747574696f6e6964,clustering,0,uuid,no tags,
educator,receipt_token,isused,none,0x697375736564,regular,-1,boolean,no tags,
educator,receipt_token,month,asc,0x6d6f6e7468,clustering,1,int,no tags,
educator,receipt_token,randomstring,asc,0x72616e646f6d737472696e67,clustering,3,text,no tags,
educator,receipt_token,receiptnumber,none,0x726563656970746e756d626572,regular,-1,text,no tags,
educator,receipt_token,userid,none,0x757365726964,regular,-1,uuid,no tags,
educator,receipt_token,year,asc,0x79656172,clustering,2,int,no tags,
pw2_0_secureeducator,educator_account,accountid,asc,0x6163636f756e746964,clustering,0,uuid,no tags,
pw2_0_secureeducator,educator_account,accountname,none,0x6163636f756e746e616d65,regular,-1,text,no tags,
pw2_0_secureeducator,educator_account,admin,none,0x61646d696e,regular,-1,set<uuid>,no tags,
pw2_0_secureeducator,educator_account,bucket,none,0x6275636b6574,partition_key,0,text,no tags,
pw2_0_secureeducator,educator_account,description,none,0x6465736372697074696f6e,regular,-1,text,no tags,
pw2_0_secureeducator,educator_account,isaccountcomplete,none,0x69736163636f756e74636f6d706c657465,regular,-1,boolean,no tags,
pw2_0_secureeducator,educator_account,isblocked,none,0x6973626c6f636b6564,regular,-1,boolean,no tags,
pw2_0_secureeducator,educator_account,iscourseposted,none,0x6973636f75727365706f73746564,regular,-1,boolean,no tags,
pw2_0_secureeducator,educator_account,isfirsttimeaccountcomplete,none,0x6973666972737474696d656163636f756e74636f6d706c657465,regular,-1,boolean,no tags,
pw2_0_secureeducator,educator_account,isoriginalfound,none,0x69736f726967696e616c666f756e64,regular,-1,boolean,no tags,
pw2_0_secureeducator,educator_account,ispaymenterror,none,0x69737061796d656e746572726f72,regular,-1,boolean,no tags,
pw2_0_secureeducator,educator_account,lastupdated,none,0x6c61737475706461746564,regular,-1,timestamp,no tags,
pw2_0_secureeducator,educator_account,lastupdatedby,none,0x6c617374757064617465646279,regular,-1,uuid,no tags,
pw2_0_secureeducator,educator_account,paymentmethod,none,0x7061796d656e746d6574686f64,regular,-1,text,no tags,
pw2_0_secureeducator,educator_account,registrationdate,none,0x726567697374726174696f6e64617465,regular,-1,timestamp,no tags,
pw2_0_secureeducator,educator_user_active_counter,accountid,asc,0x6163636f756e746964,clustering,0,uuid,no tags,
pw2_0_secureeducator,educator_user_active_counter,bucket,none,0x6275636b6574,partition_key,0,text,no tags,
pw2_0_secureeducator,educator_user_active_counter,count,none,0x636f756e74,regular,-1,counter,no tags,
pw2_0_secureeducator,institute_domain_mapping,accountid,asc,0x6163636f756e746964,clustering,1,uuid,no tags,
pw2_0_secureeducator,institute_domain_mapping,bucket,none,0x6275636b6574,partition_key,0,text,no tags,
pw2_0_secureeducator,institute_domain_mapping,country,none,0x636f756e747279,regular,-1,text,no tags,
pw2_0_secureeducator,institute_domain_mapping,domain,asc,0x646f6d61696e,clustering,0,text,no tags,
pw2_0_secureeducator,institute_domain_mapping,instituteids,none,0x696e73746974757465696473,regular,-1,set<uuid>,no tags,
pw2_0_secureeducator,institute_domain_mapping,isaccountcomplete,none,0x69736163636f756e74636f6d706c657465,regular,-1,boolean,no tags,
pw2_0_secureeducator,institute_domain_mapping,lastupdated,none,0x6c61737475706461746564,regular,-1,timestamp,no tags,
pw2_0_secureeducator,institute_domain_mapping,lastupdatedby,none,0x6c617374757064617465646279,regular,-1,uuid,no tags,
pw2_0_secureeducator,institution,accountid,none,0x6163636f756e746964,partition_key,0,uuid,no tags,
pw2_0_secureeducator,institution,city,none,0x63697479,regular,-1,text,no tags,
pw2_0_secureeducator,institution,country,none,0x636f756e747279,regular,-1,text,no tags,
pw2_0_secureeducator,institution,creationdate,none,0x6372656174696f6e64617465,regular,-1,timestamp,no tags,
pw2_0_secureeducator,institution,customlinks,none,0x637573746f6d6c696e6b73,regular,-1,set<text>,no tags,
pw2_0_secureeducator,institution,customurl,none,0x637573746f6d75726c,regular,-1,text,no tags,
pw2_0_secureeducator,institution,extension,none,0x657874656e73696f6e,regular,-1,text,no tags,
pw2_0_secureeducator,institution,facebook,none,0x66616365626f6f6b,regular,-1,text,no tags,
pw2_0_secureeducator,institution,institutionid,asc,0x696e737469747574696f6e6964,clustering,0,uuid,no tags,
pw2_0_secureeducator,institution,institutionlogo,none,0x696e737469747574696f6e6c6f676f,regular,-1,text,no tags,
pw2_0_secureeducator,institution,institutionname,none,0x696e737469747574696f6e6e616d65,regular,-1,text,no tags,
pw2_0_secureeducator,institution,institutionphone,none,0x696e737469747574696f6e70686f6e65,regular,-1,text,no tags,
pw2_0_secureeducator,institution,institutionphoto,none,0x696e737469747574696f6e70686f746f,regular,-1,text,no tags,
pw2_0_secureeducator,institution,institutiontypeid,none,0x696e737469747574696f6e747970656964,regular,-1,uuid,no tags,
pw2_0_secureeducator,institution,institutiontypename,none,0x696e737469747574696f6e747970656e616d65,regular,-1,text,no tags,
pw2_0_secureeducator,institution,ipeds,none,0x6970656473,regular,-1,text,no tags,
pw2_0_secureeducator,institution,isaffliated,none,0x69736166666c6961746564,regular,-1,boolean,no tags,
pw2_0_secureeducator,institution,isblocked,none,0x6973626c6f636b6564,regular,-1,boolean,no tags,
pw2_0_secureeducator,institution,isdcode,none,0x697364636f6465,regular,-1,text,no tags,
pw2_0_secureeducator,institution,isinstituteprofilecomplete,none,0x6973696e7374697475746570726f66696c65636f6d706c657465,regular,-1,boolean,no tags,
pw2_0_secureeducator,institution,isipeds,none,0x69736970656473,regular,-1,boolean,no tags,
pw2_0_secureeducator,institution,isopeidvalidated,none,0x69736f7065696476616c696461746564,regular,-1,boolean,no tags,
pw2_0_secureeducator,institution,ispaymenterror,none,0x69737061796d656e746572726f72,regular,-1,boolean,no tags,
pw2_0_secureeducator,institution,lastupdated,none,0x6c61737475706461746564,regular,-1,timestamp,no tags,
pw2_0_secureeducator,institution,lastupdatedby,none,0x6c617374757064617465646279,regular,-1,uuid,no tags,
pw2_0_secureeducator,institution,linkedin,none,0x6c696e6b6564696e,regular,-1,text,no tags,
pw2_0_secureeducator,institution,opeid,none,0x6f70656964,regular,-1,text,no tags,
pw2_0_secureeducator,institution,organisationtype,none,0x6f7267616e69736174696f6e74797065,regular,-1,text,no tags,
pw2_0_secureeducator,institution,paymentmethodid,none,0x7061796d656e746d6574686f646964,regular,-1,uuid,no tags,
pw2_0_secureeducator,institution,state,none,0x7374617465,regular,-1,text,no tags,
pw2_0_secureeducator,institution,status,none,0x737461747573,regular,-1,text,no tags,
pw2_0_secureeducator,institution,websiteurl,none,0x7765627369746575726c,regular,-1,text,no tags,
pw2_0_secureeducator,institution,zipcode,none,0x7a6970636f6465,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,accountid,none,0x6163636f756e746964,partition_key,0,uuid,no tags,
pw2_0_secureeducator,institution_review,address,none,0x61646472657373,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,address1,none,0x6164647265737331,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,approvedby,none,0x617070726f7665646279,regular,-1,uuid,no tags,
pw2_0_secureeducator,institution_review,approvedtime,none,0x617070726f76656474696d65,regular,-1,timestamp,no tags,
pw2_0_secureeducator,institution_review,city,none,0x63697479,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,country,none,0x636f756e747279,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,creationdate,none,0x6372656174696f6e64617465,regular,-1,timestamp,no tags,
pw2_0_secureeducator,institution_review,experience,none,0x657870657269656e6365,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,institutesubtypeid,none,0x696e73746974757465737562747970656964,regular,-1,uuid,no tags,
pw2_0_secureeducator,institution_review,institutesubtypename,none,0x696e73746974757465737562747970656e616d65,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,institutetypeid,none,0x696e73746974757465747970656964,regular,-1,uuid,no tags,
pw2_0_secureeducator,institution_review,institutetypename,none,0x696e73746974757465747970656e616d65,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,institutionid,asc,0x696e737469747574696f6e6964,clustering,0,uuid,no tags,
pw2_0_secureeducator,institution_review,institutionlogo,none,0x696e737469747574696f6e6c6f676f,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,institutionname,none,0x696e737469747574696f6e6e616d65,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,institutionphoto,none,0x696e737469747574696f6e70686f746f,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,isaffliated,none,0x69736166666c6961746564,regular,-1,boolean,no tags,
pw2_0_secureeducator,institution_review,lastupdated,none,0x6c61737475706461746564,regular,-1,timestamp,no tags,
pw2_0_secureeducator,institution_review,lastupdatedby,none,0x6c617374757064617465646279,regular,-1,uuid,no tags,
pw2_0_secureeducator,institution_review,linkedin,none,0x6c696e6b6564696e,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,opeid,none,0x6f70656964,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,otherdescription,none,0x6f746865726465736372697074696f6e,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,reason,none,0x726561736f6e,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,state,none,0x7374617465,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,status,none,0x737461747573,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,subject,none,0x7375626a656374,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,websiteurl,none,0x7765627369746575726c,regular,-1,text,no tags,
pw2_0_secureeducator,institution_review,zipcode,none,0x7a6970636f6465,regular,-1,text,no tags,
pw2_0_secureeducator,institution_user,accountid,none,0x6163636f756e746964,partition_key,0,uuid,no tags,
pw2_0_secureeducator,institution_user,insitutename,none,0x696e7369747574656e616d65,regular,-1,text,no tags,
pw2_0_secureeducator,institution_user,institutionid,asc,0x696e737469747574696f6e6964,clustering,0,uuid,no tags,
pw2_0_secureeducator,institution_user,lastupdated,none,0x6c61737475706461746564,regular,-1,timestamp,no tags,
pw2_0_secureeducator,institution_user,lastupdatedby,none,0x6c617374757064617465646279,regular,-1,uuid,no tags,
pw2_0_secureeducator,institution_user,status,none,0x737461747573,regular,-1,text,no tags,
pw2_0_secureeducator,institution_user,userid,asc,0x757365726964,clustering,1,uuid,no tags,
pw2_0_secureeducator,instructor_move_request,accountid,asc,0x6163636f756e746964,clustering,0,uuid,no tags,
pw2_0_secureeducator,instructor_move_request,bucket,none,0x6275636b6574,partition_key,0,text,no tags,
pw2_0_secureeducator,instructor_move_request,completiontime,none,0x636f6d706c6574696f6e74696d65,regular,-1,timestamp,no tags,
pw2_0_secureeducator,instructor_move_request,institutionid,asc,0x696e737469747574696f6e6964,clustering,2,uuid,no tags,
pw2_0_secureeducator,instructor_move_request,requestedby,none,0x7265717565737465646279,regular,-1,uuid,no tags,
pw2_0_secureeducator,instructor_move_request,requestedtime,none,0x72657175657374656474696d65,regular,-1,timestamp,no tags,
pw2_0_secureeducator,instructor_move_request,status,none,0x737461747573,regular,-1,text,no tags,
pw2_0_secureeducator,instructor_move_request,touserid,none,0x746f757365726964,regular,-1,uuid,no tags,
pw2_0_secureeducator,instructor_move_request,userid,asc,0x757365726964,clustering,1,uuid,no tags,
pw2_0_secureeducator,invalid_login_attempt,accountid,none,0x6163636f756e746964,partition_key,1,uuid,no tags,
pw2_0_secureeducator,invalid_login_attempt,datetime,asc,0x6461746574696d65,clustering,1,timestamp,no tags,
pw2_0_secureeducator,invalid_login_attempt,ipaddress,none,0x697061646472657373,regular,-1,text,no tags,
pw2_0_secureeducator,invalid_login_attempt,useragent,none,0x757365726167656e74,regular,-1,text,no tags,
pw2_0_secureeducator,invalid_login_attempt,userid,asc,0x757365726964,clustering,0,uuid,no tags,
